name	class	type	lon	lat	place_rank	importance	display_name	west	south	east	north
	place	hamlet	8.92089273302015	47.5430135266561	19	0.275	, Frauenfeld, Bezirk Frauenfeld, Thurgau, Schweiz, Suisse, Svizzera, Svizra	8.919622756351401	47.541179440513176	8.922921873440487	47.544921876461125
	place	hamlet	8.927044536527536	46.836805285317546	19	0.275	, Glarus Süd, Glarus, Schweiz, Suisse, Svizzera, Svizra	8.92653237823248	46.836455424679066	8.927589839136857	46.83710242378504
	place	hamlet	8.950181117291224	47.456819650294776	19	0.275	, Eschlikon, Bezirk Münchwilen, Thurgau, Schweiz, Suisse, Svizzera, Svizra	8.949750920575385	47.456608635882375	8.950568072315775	47.457085649991974
	place	hamlet	9.000357407234766	47.57133375627505	19	0.275	, Hüttlingen, Bezirk Frauenfeld, Thurgau, Schweiz, Suisse, Svizzera, Svizra	8.998435025863898	47.57022265119035	9.002254575321048	47.57242197876406
	place	hamlet	9.01214875323433	47.568748609698275	19	0.275	, Amlikon-Bissegg, Bezirk Weinfelden, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.010580152105236	47.56799398695558	9.013447182085741	47.56962879335051
	place	hamlet	9.017646590268509	47.56410696317788	19	0.275	, Amlikon-Bissegg, Bezirk Weinfelden, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.016331227329687	47.56289175485579	9.018851162699773	47.56525084150397
	place	hamlet	9.019724534637025	47.56677618024348	19	0.275	, Amlikon-Bissegg, Bezirk Weinfelden, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.018837164921479	47.56611568627339	9.020852258263405	47.567368529340776
	place	hamlet	9.022501130207548	47.56444659789446	19	0.275	, Amlikon-Bissegg, Bezirk Weinfelden, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.022140137686021	47.56400814053946	9.023510746492944	47.56482386735631
	place	hamlet	9.023672625792559	47.57896782604742	19	0.275	, Amlikon-Bissegg, Bezirk Weinfelden, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.023119730709908	47.57869055269043	9.024861657827444	47.57924509940439
	place	hamlet	9.063110577619597	47.56007028051903	19	0.275	, Amlikon-Bissegg, Bezirk Weinfelden, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.062407471083844	47.559656926964045	9.063791574754875	47.560524873037636
	place	hamlet	9.30389969268624	47.51980885636294	19	0.275	, Muolen, Wahlkreis St. Gallen, Sankt Gallen, Schweiz, Suisse, Svizzera, Svizra	9.303106980299276	47.51894811872604	9.305006571015497	47.52060555625959
	place	hamlet	9.381884716370706	47.49868495162311	19	0.275	Roggwil (TG), Bezirk Arbon, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.381884716370706	47.49868495162311	9.381884716370706	47.49868495162311
	place	hamlet	9.409028252512657	47.48575662034926	19	0.275	Berg (SG), Wahlkreis Rorschach, Sankt Gallen, Schweiz, Suisse, Svizzera, Svizra	9.409028252512657	47.48575662034926	9.409028252512657	47.48575662034926
	place	hamlet	9.513099219600491	46.68224366135023	19	0.275	Vaz/Obervaz, Albula, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.513099219600491	46.68224366135023	9.513099219600491	46.68224366135023
	place	hamlet	9.531970487862452	46.679456930002104	19	0.275	Albula/Alvra, Albula, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.531970487862452	46.679456930002104	9.531970487862452	46.679456930002104
	place	neighbourhood	9.339254504283925	47.583998686241685	22	0.19999999999999996	, Uttwil, Bezirk Arbon, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.338170576749889	47.583406965787155	9.340134372844403	47.58438513388748
	place	suburb	7.242764353167644	47.134904654198436	20	0.25	Biel/Bienne, Verwaltungskreis Biel/Bienne, Verwaltungsregion Seeland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.242764353167644	47.134904654198436	7.242764353167644	47.134904654198436
	place	suburb	7.246364296761642	47.1416462189209	20	0.25	Biel/Bienne, Verwaltungskreis Biel/Bienne, Verwaltungsregion Seeland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.246364296761642	47.1416462189209	7.246364296761642	47.1416462189209
	place	suburb	7.2636076317892275	47.14892439308453	20	0.25	Biel/Bienne, Verwaltungskreis Biel/Bienne, Verwaltungsregion Seeland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.2636076317892275	47.14892439308453	7.2636076317892275	47.14892439308453
	place	suburb	8.69778957007503	47.25071581778527	20	0.25	Männedorf, Bezirk Meilen, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.69778957007503	47.25071581778527	8.69778957007503	47.25071581778527
	place	suburb	9.163851085397262	47.66436877436851	20	0.25	, Konstanz-Paradies	9.156752329186219	47.6593732438961	9.169872270766632	47.66950302533841
	place	village	7.1417362472408366	47.19344759590919	19	0.275	, Corgémont, Verwaltungskreis Berner Jura, Verwaltungsregion Berner Jura, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.129829188197703	47.18839913371827	7.152471726154517	47.198514917382234
	place	village	7.171778623095886	47.19538167815696	19	0.275	, Sonceboz-Sombeval, Verwaltungskreis Berner Jura, Verwaltungsregion Berner Jura, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.161179266266316	47.190887050218194	7.184058257711655	47.19979684565359
	place	village	7.181777297554966	47.24363160086109	19	0.275	, Saicourt, Verwaltungskreis Berner Jura, Verwaltungsregion Berner Jura, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.176239534612364	47.24193476838267	7.189092680214742	47.24535802145774
	place	village	7.537495957172467	46.269201242594114	19	0.275	Chalais, Sierre, Valais - Wallis, Schweiz, Suisse, Svizzera, Svizra	7.537495957172467	46.269201242594114	7.537495957172467	46.269201242594114
	place	village	8.4996797777396	46.50005360814232	19	0.275	, Bedretto, Circolo di Airolo, Distretto di Leventina, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.498729595625946	46.499619341738885	8.500377142513713	46.50057202885361
	place	village	8.583259701337735	47.03331246733611	19	0.275	, Lauerz, Schwyz, Schwyz, Schweiz, Suisse, Svizzera, Svizra	8.577958194269087	47.02971788816014	8.591787831591176	47.03716269455887
	place	village	8.70068656211824	46.177790930702336	19	0.275	, Centovalli, Circolo della Melezza, Distretto di Locarno, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.698836218324317	46.17628885174412	8.703522288931538	46.179179518691555
	place	village	8.712567254426045	46.17844191121229	19	0.275	, Centovalli, Circolo della Melezza, Distretto di Locarno, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.706671369953826	46.177572624034184	8.719030989097348	46.17956366131398
	place	village	8.721835493783924	46.184658936434154	19	0.275	, Terre di Pedemonte, Circolo della Melezza, Distretto di Locarno, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.715322751314346	46.18229062969247	8.727124722439754	46.186905873217874
	place	village	8.732020806801412	46.18467628697371	19	0.275	, Terre di Pedemonte, Circolo della Melezza, Distretto di Locarno, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.725676329571371	46.18079999203211	8.73791793151824	46.18752605023367
	place	village	8.743100908111877	46.18529348841389	19	0.275	, Terre di Pedemonte, Circolo della Melezza, Distretto di Locarno, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.737199099502078	46.1826982416438	8.749708838531433	46.18791195305581
	place	village	8.800810437758788	47.284700579478425	19	0.275	, Gossau (ZH), Bezirk Hinwil, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.798205692103068	47.28263376979388	8.804073946333887	47.28683628840703
	place	village	9.260922483866715	47.61410966756415	19	0.275	, Altnau, Bezirk Kreuzlingen, Thurgau, Schweiz, Suisse, Svizzera, Svizra	9.251491220556773	47.60560274830482	9.269338974622201	47.62165032102567
	place	village	9.342579122543043	46.750800169415726	19	0.275	Safiental, Surselva, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.342579122543043	46.750800169415726	9.342579122543043	46.750800169415726
2. Altmatt	place	hamlet	8.685225097217938	47.11940768869707	19	0.275	Rothenthurm, Schwyz, Schwyz, Schweiz, Suisse, Svizzera, Svizra	8.685225097217938	47.11940768869707	8.685225097217938	47.11940768869707
Aachen	place	hamlet	9.429825263028732	47.48063846263346	19	0.275	Mörschwil, Wahlkreis Rorschach, Sankt Gallen, Schweiz, Suisse, Svizzera, Svizra	9.429825263028732	47.48063846263346	9.429825263028732	47.48063846263346
Aadorf	boundary	administrative	8.917266890063622	47.499560148042974	16	0.35	Aadorf, Bezirk Münchwilen, Thurgau, Schweiz, Suisse, Svizzera, Svizra	8.880981931264415	47.45973625923254	8.942563690061178	47.54046873894312
Aadorf	place	village	8.902952575862827	47.49157818737938	19	0.275	Aadorf, Bezirk Münchwilen, Thurgau, Schweiz, Suisse, Svizzera, Svizra	8.902952575862827	47.49157818737938	8.902952575862827	47.49157818737938
Aahorn	place	neighbourhood	8.852510366383656	47.20219775799862	22	0.19999999999999996	Lachen, March, Schwyz, Schweiz, Suisse, Svizzera, Svizra	8.852510366383656	47.20219775799862	8.852510366383656	47.20219775799862
Aarau	boundary	administrative	8.046090690115918	47.39102397349656	16	0.35	Aarau, Bezirk Aarau, Aargau, Schweiz, Suisse, Svizzera, Svizra	8.026443298506251	47.36971989974802	8.113455583893426	47.412351768031066
Aarau	place	town	8.044444776675903	47.39271456145715	18	0.3	Aarau, Bezirk Aarau, Aargau, Schweiz, Suisse, Svizzera, Svizra	8.044444776675903	47.39271456145715	8.044444776675903	47.39271456145715
Aarberg	boundary	administrative	7.28352421901835	47.04394885100621	16	0.35	Aarberg, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.2571082202494495	47.02678749099165	7.30801252405058	47.06167557038981
Aarberg	place	village	7.275300386716281	47.04433458619025	19	0.275	Aarberg, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.275300386716281	47.04433458619025	7.275300386716281	47.04433458619025
Aarburg	boundary	administrative	7.9066278097542675	47.32501288178676	16	0.35	Aarburg, Bezirk Zofingen, Aargau, Schweiz, Suisse, Svizzera, Svizra	7.891749299631102	47.307387038607864	7.927213299596303	47.341906146628304
Aarburg	place	village	7.899359816255555	47.32064167737227	19	0.275	Aarburg, Bezirk Zofingen, Aargau, Schweiz, Suisse, Svizzera, Svizra	7.899359816255555	47.32064167737227	7.899359816255555	47.32064167737227
Aargau	boundary	administrative	8.212960433887616	47.37919132460554	8	0.55	Aargau, Schweiz, Suisse, Svizzera, Svizra	7.713468482244309	47.137480077767535	8.455099861770066	47.62111237047998
Aarwangen	boundary	administrative	7.765990466718197	47.23533091832934	16	0.35	Aarwangen, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.732545190953033	47.21867188577198	7.793428318120305	47.252165719396245
Aarwangen	place	village	7.770146743865553	47.23908198763755	19	0.275	Aarwangen, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.770146743865553	47.23908198763755	7.770146743865553	47.23908198763755
Aarzälg	place	hamlet	7.855215936459018	46.687914773218374	19	0.275	Interlaken, Verwaltungskreis Interlaken-Oberhasli, Verwaltungsregion Oberland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.855215936459018	46.687914773218374	7.855215936459018	46.687914773218374
Aatal	place	hamlet	8.917165936712223	47.299297160940924	19	0.275	Wald (ZH), Bezirk Hinwil, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.917165936712223	47.299297160940924	8.917165936712223	47.299297160940924
Aathal	place	hamlet	8.768271568937564	47.33562156326686	19	0.275	Seegräben, Bezirk Hinwil, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.768271568937564	47.33562156326686	8.768271568937564	47.33562156326686
Aawangen	place	hamlet	8.899930396854584	47.51278448622741	19	0.275	Aadorf, Bezirk Münchwilen, Thurgau, Schweiz, Suisse, Svizzera, Svizra	8.899930396854584	47.51278448622741	8.899930396854584	47.51278448622741
Äberli	place	neighbourhood	8.709484169020783	47.25056661990879	22	0.19999999999999996	Männedorf, Bezirk Meilen, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.709484169020783	47.25056661990879	8.709484169020783	47.25056661990879
Abfrutt	place	hamlet	8.569415442373668	46.66534155360083	19	0.275	Göschenen, Uri, Schweiz, Suisse, Svizzera, Svizra	8.569415442373668	46.66534155360083	8.569415442373668	46.66534155360083
Abländschen	place	village	7.292084393449954	46.578614839654804	19	0.275	Saanen, Verwaltungskreis Obersimmental-Saanen, Verwaltungsregion Oberland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.292084393449954	46.578614839654804	7.292084393449954	46.578614839654804
Äbmete	place	hamlet	8.200601560636187	46.448678660477974	19	0.275	Blitzingen, Goms, Valais - Wallis, Schweiz, Suisse, Svizzera, Svizra	8.200601560636187	46.448678660477974	8.200601560636187	46.448678660477974
Äbnit	place	hamlet	7.804109964067522	46.87731376606966	19	0.275	Eggiwil, Verwaltungskreis Emmental, Verwaltungsregion Emmental-Oberaargau, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.804109964067522	46.87731376606966	7.804109964067522	46.87731376606966
Abtwil	boundary	administrative	8.354982298785021	47.170945287192474	16	0.35	Abtwil, Bezirk Muri, Aargau, Schweiz, Suisse, Svizzera, Svizra	8.337923537613364	47.156744876383456	8.36761869271939	47.18561357583659
Abtwil	place	village	8.354671250706275	47.174495148915014	19	0.275	Abtwil, Bezirk Muri, Aargau, Schweiz, Suisse, Svizzera, Svizra	8.354671250706275	47.174495148915014	8.354671250706275	47.174495148915014
Abtwil	place	village	9.321035619730338	47.422514490352846	19	0.275	Gaiserwald, Wahlkreis St. Gallen, Sankt Gallen, Schweiz, Suisse, Svizzera, Svizra	9.321035619730338	47.422514490352846	9.321035619730338	47.422514490352846
Äbunacher	place	hamlet	8.052698017635691	46.36394767767758	19	0.275	Mörel-Filet, Östlich Raron, Valais - Wallis, Schweiz, Suisse, Svizzera, Svizra	8.052698017635691	46.36394767767758	8.052698017635691	46.36394767767758
Acacias	boundary	administrative	6.133897757165361	46.19236236645527	20	0.25	Acacias, Genève, Genève, Schweiz, Suisse, Svizzera, Svizra	6.126852079378523	46.18776786814023	6.1414432964229775	46.19752381670099
Ächerli	place	hamlet	8.385264945832517	46.97670796646279	19	0.275	Stans, Nidwalden, Schweiz, Suisse, Svizzera, Svizra	8.385264945832517	46.97670796646279	8.385264945832517	46.97670796646279
Ächerlig	place	hamlet	8.074531450479157	47.13848942654769	19	0.275	Grosswangen, Luzern, Schweiz, Suisse, Svizzera, Svizra	8.074531450479157	47.13848942654769	8.074531450479157	47.13848942654769
Ackersand	place	hamlet	7.8752638562884565	46.24148186970418	19	0.275	Stalden (VS), Visp, Valais - Wallis, Schweiz, Suisse, Svizzera, Svizra	7.8752638562884565	46.24148186970418	7.8752638562884565	46.24148186970418
Acla da Fans	place	hamlet	10.43609176592932	46.95507745949519	19	0.275	Valsot, Inn, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	10.43609176592932	46.95507745949519	10.43609176592932	46.95507745949519
Aclas	place	hamlet	9.609708281207133	46.653099616377816	19	0.275	Albula/Alvra, Albula, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.609708281207133	46.653099616377816	9.609708281207133	46.653099616377816
Aclas Dafora	place	hamlet	9.638755347559794	46.694781982669404	19	0.275	Albula/Alvra, Albula, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.638755347559794	46.694781982669404	9.638755347559794	46.694781982669404
Aclas Davains	place	hamlet	9.651750566420986	46.6966162783599	19	0.275	Albula/Alvra, Albula, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.651750566420986	46.6966162783599	9.651750566420986	46.6966162783599
Aclas Seura	place	hamlet	9.651631627214956	46.69978505685463	19	0.275	Albula/Alvra, Albula, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	9.651631627214956	46.69978505685463	9.651631627214956	46.69978505685463
Aclens	boundary	administrative	6.5089877379089565	46.56878781255513	16	0.35	Aclens, District de Morges, Vaud, Schweiz, Suisse, Svizzera, Svizra	6.492983249186267	46.55938675377474	6.528984277687812	46.57826087188377
Aclens	place	village	6.5107599247128	46.56802933413695	19	0.275	Aclens, District de Morges, Vaud, Schweiz, Suisse, Svizzera, Svizra	6.5107599247128	46.56802933413695	6.5107599247128	46.56802933413695
Acletta	place	hamlet	8.837204424455594	46.70102013028726	19	0.275	Disentis/Mustér, Surselva, Graubünden - Grigioni - Grischun, Schweiz, Suisse, Svizzera, Svizra	8.837204424455594	46.70102013028726	8.837204424455594	46.70102013028726
Acquarossa	boundary	administrative	8.933516937273666	46.460815698182756	16	0.35	Acquarossa, Circolo d'Acquarossa, Distretto di Blenio, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.861791480129625	46.41615184702286	9.001005923205298	46.50565414438577
Acquarossa	place	village	8.942283231581	46.45502677866547	19	0.275	Acquarossa, Circolo d'Acquarossa, Distretto di Blenio, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.942283231581	46.45502677866547	8.942283231581	46.45502677866547
Addi	place	hamlet	8.890128934559613	46.463867674856765	19	0.275	Acquarossa, Circolo d'Acquarossa, Distretto di Blenio, Ticino, Schweiz, Suisse, Svizzera, Svizra	8.890128934559613	46.463867674856765	8.890128934559613	46.463867674856765
Adelboden	boundary	administrative	7.551320702981645	46.46960932044014	16	0.35	Adelboden, Verwaltungskreis Frutigen-Niedersimmental, Verwaltungsregion Oberland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.488657373408444	46.412422486843866	7.627838959423685	46.526854324444464
Adelboden	place	village	7.558761767533014	46.492721286884176	19	0.275	Adelboden, Verwaltungskreis Frutigen-Niedersimmental, Verwaltungsregion Oberland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.558761767533014	46.492721286884176	7.558761767533014	46.492721286884176
Adelwil	place	hamlet	8.209996332989192	47.11440796727308	19	0.275	Neuenkirch, Luzern, Schweiz, Suisse, Svizzera, Svizra	8.209996332989192	47.11440796727308	8.209996332989192	47.11440796727308
Adetswil	place	village	8.843533180446741	47.33963272303058	19	0.275	Bäretswil, Bezirk Hinwil, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.843533180446741	47.33963272303058	8.843533180446741	47.33963272303058
Adlemsried	place	hamlet	7.397318181965061	46.63914425050811	19	0.275	Boltigen, Verwaltungskreis Obersimmental-Saanen, Verwaltungsregion Oberland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.397318181965061	46.63914425050811	7.397318181965061	46.63914425050811
Adlenberg	place	neighbourhood	7.6915144050718	47.402071238060245	22	0.19999999999999996	Adlenberg, Reigoldswil, Bezirk Waldenburg, Basel-Landschaft, Schweiz, Suisse, Svizzera, Svizra	7.690070986268665	47.40084458844031	7.692748920513566	47.40327232287546
Adletshusen	place	hamlet	8.775713274032114	47.26866616634556	19	0.275	Grüningen, Bezirk Hinwil, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.775713274032114	47.26866616634556	8.775713274032114	47.26866616634556
Adligenswil	boundary	administrative	8.367396359725568	47.07178712119267	16	0.35	Adligenswil, Luzern, Schweiz, Suisse, Svizzera, Svizra	8.34043014575738	47.0569018250754	8.394605235814907	47.08654266544884
Adligenswil	place	village	8.36824398269613	47.070534990587134	19	0.275	Adligenswil, Luzern, Schweiz, Suisse, Svizzera, Svizra	8.36824398269613	47.070534990587134	8.36824398269613	47.070534990587134
Adlikon	boundary	administrative	8.690010988876265	47.58845320677373	16	0.35	Adlikon, Bezirk Andelfingen, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.67570149501316	47.57188997936963	8.734359645983005	47.605030348137085
Adlikon	place	village	8.46590757154104	47.44605581978694	19	0.275	Regensdorf, Bezirk Dielsdorf, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.46590757154104	47.44605581978694	8.46590757154104	47.44605581978694
Adlikon	place	village	8.691255541275154	47.582503145167934	19	0.275	Adlikon, Bezirk Andelfingen, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.691255541275154	47.582503145167934	8.691255541275154	47.582503145167934
Adliswil	boundary	administrative	8.525265422877126	47.30826814426945	16	0.35	Adliswil, Bezirk Horgen, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.503171752850818	47.286270090847644	8.540755619947618	47.33018162428824
Adliswil	place	town	8.524909967274226	47.31176239206445	18	0.3	Adliswil, Bezirk Horgen, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.524909967274226	47.31176239206445	8.524909967274226	47.31176239206445
Aeberliswald	place	hamlet	8.904111373976548	47.38191942454092	19	0.275	Bauma, Bezirk Pfäffikon, Zürich, Schweiz, Suisse, Svizzera, Svizra	8.904111373976548	47.38191942454092	8.904111373976548	47.38191942454092
Aedermannsdorf	boundary	administrative	7.60421528209352	47.30684824987188	16	0.35	Aedermannsdorf, Bezirk Thal, Amtei Thal-Gäu, Solothurn, Schweiz, Suisse, Svizzera, Svizra	7.54806402833168	47.28019748581748	7.61933266880706	47.33353815741407
Aedermannsdorf	place	village	7.610111066573636	47.30545115425088	19	0.275	Aedermannsdorf, Bezirk Thal, Amtei Thal-Gäu, Solothurn, Schweiz, Suisse, Svizzera, Svizra	7.610111066573636	47.30545115425088	7.610111066573636	47.30545115425088
Aefligen	boundary	administrative	7.549616773599939	47.09804054112712	16	0.35	Aefligen, Verwaltungskreis Emmental, Verwaltungsregion Emmental-Oberaargau, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.534565140908826	47.086679374289616	7.5628767790770155	47.10995407538379
Aefligen	place	village	7.556337050582981	47.09458258697291	19	0.275	Aefligen, Verwaltungskreis Emmental, Verwaltungsregion Emmental-Oberaargau, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.556337050582981	47.09458258697291	7.556337050582981	47.09458258697291
Aegerten	boundary	administrative	7.283241032190075	47.117627162915426	16	0.35	Aegerten, Verwaltungskreis Biel/Bienne, Verwaltungsregion Seeland, Bern - Berne, Schweiz, Suisse, Svizzera, Svizra	7.271810329872892	47.10872126506501	7.29896509776509	47.12657379681524
